Machine Number,Part Number,Full_Path_Way,Base_Path,File_Name,Camera,Datetime,DateOnly,ISO_8601,Extension,Width,Height,Depth,Defect Type,xmin,ymin,xmax,ymax,xdelta,ydelta,Area,Score
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115605.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115605.xml,s1_outer_surface,2021-02-19  11:56:05,2021-02-19 ,20210219T115605,.xml,550,4512,1,Chip,452,2816,519,2990,67,174,11658,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115620.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115620.xml,s1_outer_surface,2021-02-19  11:56:20,2021-02-19 ,20210219T115620,.xml,550,4512,1,Crack,42,2532,129,2747,87,215,18705,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115620.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115620.xml,s1_outer_surface,2021-02-19  11:56:20,2021-02-19 ,20210219T115620,.xml,550,4512,1,Chip,441,3123,515,3316,74,193,14282,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115620.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115620.xml,s1_outer_surface,2021-02-19  11:56:20,2021-02-19 ,20210219T115620,.xml,550,4512,1,Chip,436,2243,516,2474,80,231,18480,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115635.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115635.xml,s1_outer_surface,2021-02-19  11:56:35,2021-02-19 ,20210219T115635,.xml,550,4512,1,Chip,35,4154,124,4449,89,295,26255,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115635.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115635.xml,s1_outer_surface,2021-02-19  11:56:35,2021-02-19 ,20210219T115635,.xml,550,4512,1,Chip,34,1963,134,2193,100,230,23000,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115635.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115635.xml,s1_outer_surface,2021-02-19  11:56:35,2021-02-19 ,20210219T115635,.xml,550,4512,1,Chip,33,191,113,492,80,301,24080,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115635.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115635.xml,s1_outer_surface,2021-02-19  11:56:35,2021-02-19 ,20210219T115635,.xml,550,4512,1,Chip,33,539,140,878,107,339,36273,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115651.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115651.xml,s1_outer_surface,2021-02-19  11:56:51,2021-02-19 ,20210219T115651,.xml,550,4512,1,Crack,444,1134,485,1603,41,469,19229,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115651.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115651.xml,s1_outer_surface,2021-02-19  11:56:51,2021-02-19 ,20210219T115651,.xml,550,4512,1,Chip,477,253,519,365,42,112,4704,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115651.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115651.xml,s1_outer_surface,2021-02-19  11:56:51,2021-02-19 ,20210219T115651,.xml,550,4512,1,Chip,448,3393,518,3620,70,227,15890,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115651.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115651.xml,s1_outer_surface,2021-02-19  11:56:51,2021-02-19 ,20210219T115651,.xml,550,4512,1,Chip,476,4177,519,4325,43,148,6364,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115706.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115706.xml,s1_outer_surface,2021-02-19  11:57:06,2021-02-19 ,20210219T115706,.xml,550,4512,1,Crack,441,867,514,1035,73,168,12264,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115706.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115706.xml,s1_outer_surface,2021-02-19  11:57:06,2021-02-19 ,20210219T115706,.xml,550,4512,1,Chip,32,3390,130,3653,98,263,25774,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115706.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115706.xml,s1_outer_surface,2021-02-19  11:57:06,2021-02-19 ,20210219T115706,.xml,550,4512,1,Chip,23,1103,108,1315,85,212,18020,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115706.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115706.xml,s1_outer_surface,2021-02-19  11:57:06,2021-02-19 ,20210219T115706,.xml,550,4512,1,Chip,15,543,138,1060,123,517,63591,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115706.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115706.xml,s1_outer_surface,2021-02-19  11:57:06,2021-02-19 ,20210219T115706,.xml,550,4512,1,Crack,109,1123,131,1176,22,53,1166,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115706.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115706.xml,s1_outer_surface,2021-02-19  11:57:06,2021-02-19 ,20210219T115706,.xml,550,4512,1,Chip,452,2254,520,2442,68,188,12784,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115722.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115722.xml,s1_outer_surface,2021-02-19  11:57:22,2021-02-19 ,20210219T115722,.xml,550,4512,1,Crack,468,3745,515,3892,47,147,6909,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115722.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115722.xml,s1_outer_surface,2021-02-19  11:57:22,2021-02-19 ,20210219T115722,.xml,550,4512,1,Chip,30,1,125,280,95,279,26505,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115722.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115722.xml,s1_outer_surface,2021-02-19  11:57:22,2021-02-19 ,20210219T115722,.xml,550,4512,1,Chip,27,3941,146,4221,119,280,33320,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115722.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115722.xml,s1_outer_surface,2021-02-19  11:57:22,2021-02-19 ,20210219T115722,.xml,550,4512,1,Chip,433,3937,518,4183,85,246,20910,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115722.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115722.xml,s1_outer_surface,2021-02-19  11:57:22,2021-02-19 ,20210219T115722,.xml,550,4512,1,Chip,430,1673,517,1925,87,252,21924,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115722.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115722.xml,s1_outer_surface,2021-02-19  11:57:22,2021-02-19 ,20210219T115722,.xml,550,4512,1,Chip,454,2243,518,2412,64,169,10816,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115722.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115722.xml,s1_outer_surface,2021-02-19  11:57:22,2021-02-19 ,20210219T115722,.xml,550,4512,1,Chip,441,1,516,216,75,215,16125,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115737.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115737.xml,s1_outer_surface,2021-02-19  11:57:37,2021-02-19 ,20210219T115737,.xml,550,4512,1,Crack,456,2890,500,3154,44,264,11616,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115737.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115737.xml,s1_outer_surface,2021-02-19  11:57:37,2021-02-19 ,20210219T115737,.xml,550,4512,1,Chip,445,2821,518,3018,73,197,14381,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115737.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115737.xml,s1_outer_surface,2021-02-19  11:57:37,2021-02-19 ,20210219T115737,.xml,550,4512,1,Chip,445,1099,517,1317,72,218,15696,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115823.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115823.xml,s1_outer_surface,2021-02-19  11:58:23,2021-02-19 ,20210219T115823,.xml,550,4512,1,Chip,444,2597,516,2772,72,175,12600,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115823.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115823.xml,s1_outer_surface,2021-02-19  11:58:23,2021-02-19 ,20210219T115823,.xml,550,4512,1,Chip,31,548,137,1068,106,520,55120,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115839.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115839.xml,s1_outer_surface,2021-02-19  11:58:39,2021-02-19 ,20210219T115839,.xml,550,4512,1,Crack,431,2898,472,3234,41,336,13776,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115839.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115839.xml,s1_outer_surface,2021-02-19  11:58:39,2021-02-19 ,20210219T115839,.xml,550,4512,1,Crack,40,2841,100,3011,60,170,10200,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115839.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115839.xml,s1_outer_surface,2021-02-19  11:58:39,2021-02-19 ,20210219T115839,.xml,550,4512,1,Chip,443,2578,514,2767,71,189,13419,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115839.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115839.xml,s1_outer_surface,2021-02-19  11:58:39,2021-02-19 ,20210219T115839,.xml,550,4512,1,Chip,434,1669,517,1864,83,195,16185,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T115839.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T115839.xml,s1_outer_surface,2021-02-19  11:58:39,2021-02-19 ,20210219T115839,.xml,550,4512,1,Chip,445,1418,516,1614,71,196,13916,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T120301.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T120301.xml,s1_outer_surface,2021-02-19  12:03:01,2021-02-19 ,20210219T120301,.xml,550,4512,1,Chip,446,1669,517,1891,71,222,15762,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T122321.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T122321.xml,s1_outer_surface,2021-02-19  12:23:21,2021-02-19 ,20210219T122321,.xml,550,4512,1,Chip,35,1121,123,1640,88,519,45672,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T122546.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T122546.xml,s1_outer_surface,2021-02-19  12:25:46,2021-02-19 ,20210219T122546,.xml,550,4512,1,Chip,446,548,518,745,72,197,14184,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T123127.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T123127.xml,s1_outer_surface,2021-02-19  12:31:27,2021-02-19 ,20210219T123127,.xml,550,4512,1,Chip,449,2265,519,2448,70,183,12810,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210219T123127.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210219T123127.xml,s1_outer_surface,2021-02-19  12:31:27,2021-02-19 ,20210219T123127,.xml,550,4512,1,Crack,482,2393,513,2554,31,161,4991,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T151533.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T151533.xml,s1_outer_surface,2021-02-22  15:15:33,2021-02-22 ,20210222T151533,.xml,550,4512,1,Crack,42,3988,106,4108,64,120,7680,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T151533.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T151533.xml,s1_outer_surface,2021-02-22  15:15:33,2021-02-22 ,20210222T151533,.xml,550,4512,1,Crack,41,5,111,152,70,147,10290,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T151533.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T151533.xml,s1_outer_surface,2021-02-22  15:15:33,2021-02-22 ,20210222T151533,.xml,550,4512,1,Chip,440,1687,517,1922,77,235,18095,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T151533.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T151533.xml,s1_outer_surface,2021-02-22  15:15:33,2021-02-22 ,20210222T151533,.xml,550,4512,1,Chip,453,2633,519,2782,66,149,9834,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T151533.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T151533.xml,s1_outer_surface,2021-02-22  15:15:33,2021-02-22 ,20210222T151533,.xml,550,4512,1,Chip,439,2840,517,3051,78,211,16458,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T152059.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T152059.xml,s1_outer_surface,2021-02-22  15:20:59,2021-02-22 ,20210222T152059,.xml,550,4512,1,Chip,33,1127,131,1645,98,518,50764,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T152400.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T152400.xml,s1_outer_surface,2021-02-22  15:24:00,2021-02-22 ,20210222T152400,.xml,550,4512,1,Chip,469,558,519,724,50,166,8300,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T152622.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T152622.xml,s1_outer_surface,2021-02-22  15:26:22,2021-02-22 ,20210222T152622,.xml,550,4512,1,Chip,39,2248,143,2774,104,526,54704,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210222T152831.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210222T152831.xml,s1_outer_surface,2021-02-22  15:28:31,2021-02-22 ,20210222T152831,.xml,550,4512,1,Chip,35,1690,126,2211,91,521,47411,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train\s1_outer_surface_20210225T120326.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_chips_with_other\from_train,s1_outer_surface_20210225T120326.xml,s1_outer_surface,2021-02-25  12:03:26,2021-02-25 ,20210225T120326,.xml,550,4512,1,Crack,455,3731,512,3885,57,154,8778,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104314.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104314.xml,s1_outer_surface,2020-10-26  10:43:14,2020-10-26 ,20201026T104314,.xml,550,4512,1,Crack,445,4134,489,4356,44,222,9768,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104314.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104314.xml,s1_outer_surface,2020-10-26  10:43:14,2020-10-26 ,20201026T104314,.xml,550,4512,1,Crack,437,153,486,384,49,231,11319,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104656.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104656.xml,s1_outer_surface,2020-10-26  10:46:56,2020-10-26 ,20201026T104656,.xml,550,4512,1,Crack,81,724,141,1092,60,368,22080,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104703.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104703.xml,s1_outer_surface,2020-10-26  10:47:03,2020-10-26 ,20201026T104703,.xml,550,4512,1,Crack,75,2302,122,2797,47,495,23265,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104709.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104709.xml,s1_outer_surface,2020-10-26  10:47:09,2020-10-26 ,20201026T104709,.xml,550,4512,1,Crack,87,3040,129,3366,42,326,13692,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104715.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104715.xml,s1_outer_surface,2020-10-26  10:47:15,2020-10-26 ,20201026T104715,.xml,550,4512,1,Crack,435,2953,476,3236,41,283,11603,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104721.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104721.xml,s1_outer_surface,2020-10-26  10:47:21,2020-10-26 ,20201026T104721,.xml,550,4512,1,Crack,89,587,122,866,33,279,9207,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104727.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104727.xml,s1_outer_surface,2020-10-26  10:47:27,2020-10-26 ,20201026T104727,.xml,550,4512,1,Crack,92,3390,138,3740,46,350,16100,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104734.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104734.xml,s1_outer_surface,2020-10-26  10:47:34,2020-10-26 ,20201026T104734,.xml,550,4512,1,Crack,432,109,495,425,63,316,19908,Manual
None,None,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train\s1_outer_surface_20201026T104734.xml,D:\Dropbox (Stackpole)\lean_AI\2022-02-23\NG_250_each_defect\outer_rim_cracks_with_other\from_train,s1_outer_surface_20201026T104734.xml,s1_outer_surface,2020-10-26  10:47:34,2020-10-26 ,20201026T104734,.xml,550,4512,1,Crack,441,4083,484,4359,43,276,11868,Manual
